#lambda/nm	DC	C1
297.836	677.4	687.2
298.227	674.8	660
298.617	679	669.4
299.008	679	684.2
299.398	659.8	669.6
299.789	663.8	665.8
300.179	669	677
300.57	685	683.8
300.961	662	666.2
301.352	658.2	666.6
301.742	677	680
302.133	672.6	672.2
302.524	668.8	660
302.915	666.8	668.4
303.307	652.8	663.6
303.698	669.8	682.2
304.089	673	678
304.48	666.4	675
304.872	671.6	676.2
305.263	666	672
305.655	661.2	665.2
306.046	676	676.4
306.438	668	675.8
306.829	672.8	666.4
307.221	687.6	684.2
307.613	666.8	682.8
308.005	678.8	678.6
308.397	688.8	681
308.789	691.8	693.4
309.181	696.2	694
309.573	691.4	698.4
309.965	689	691.8
310.357	671	670.8
310.749	688.2	690.4
311.142	659.8	668.2
311.534	666.2	665
311.926	688.4	678.6
312.319	669	671.4
312.711	670.6	663.4
313.104	687.6	687
313.497	664.6	670.8
313.889	707	712.8
314.282	687.6	684.6
314.675	695.6	694.2
315.068	668.6	678.4
315.461	678.6	682.6
315.854	704	703.6
316.247	677.8	680
316.64	675.4	669
317.033	668.6	680.4
317.405	677.8	680.8
317.798	667.4	671.2
318.192	680.6	672
318.585	667	669.4
318.979	682	681
319.372	668.4	666
319.766	670.8	670.4
320.16	686.4	678
320.553	683.6	691
320.947	693.6	683.6
321.341	659.8	670.4
321.735	674.4	669.4
322.129	657.6	657.2
322.523	696.6	698.6
322.917	671	666.8
323.311	682	682.6
323.705	679.8	678.4
324.099	678	676.6
324.494	688.8	680.2
324.888	695.8	679.2
325.282	677.2	673.4
325.677	685.4	687.8
326.071	676.6	682.8
326.466	675.2	676.4
326.861	675.4	674
327.255	688.6	686.2
327.65	692.2	680
328.045	689.4	692
328.44	674.8	673.2
328.835	672.2	669.6
329.23	667.2	659.4
329.625	695.6	693.8
330.02	669	666.2
330.415	691.2	694
330.81	671.6	672.2
331.206	679.6	676.2
331.601	672.8	666.8
331.996	681.2	678.6
332.37	690.2	695.2
332.766	660.2	662.4
333.161	694.2	696.6
333.557	667	669.2
333.953	670.4	672.6
334.348	1010.6	1007.8
334.744	675.4	673.8
335.14	654.8	665.4
335.536	670.4	672
335.932	678.8	685.8
336.328	660.2	672
336.724	675.6	681.8
337.12	670	680.8
337.516	676	679
337.913	668.6	673.2
338.309	680.8	689.6
338.705	673.2	673.6
339.102	679	677.8
339.498	667.6	671.6
339.895	683.8	683.4
340.291	662.4	667.2
340.688	681.2	681.2
341.085	662.8	661.8
341.481	663.4	670.2
341.878	665.2	668.6
342.275	687.4	687.6
342.672	652.2	656.2
343.069	664.6	666.4
343.466	658.6	652
343.842	676.6	676.4
344.239	662.2	657.8
344.636	671.8	670.6
345.033	658.6	654.4
345.431	655.4	651.8
345.828	671.2	669.4
346.225	654.8	662.2
346.623	704.8	703
347.02	671.8	672
347.418	680.2	675
347.816	691.2	688.8
348.213	664	659
348.611	673.6	671.4
349.009	673	659.4
349.407	687.8	676.6
349.805	659	663.6
350.203	658.2	659.2
350.601	682.8	677.2
350.999	658.2	658
351.397	729.2	731.6
351.795	668.4	669.8
352.193	677.6	673.8
352.57	676.2	669.8
352.969	677.8	678.2
353.367	660	653.6
353.766	656.8	660.6
354.164	676.2	664.4
354.563	684	671.4
354.961	660.2	665
355.36	665.2	655.8
355.759	663.8	664.6
356.158	656.4	661.2
356.557	650.6	663
356.956	655.6	653
357.355	647.6	654.8
357.754	662.8	671.2
358.153	666.4	672.2
358.552	691.4	688.2
358.951	660.2	662.8
359.35	679	678.4
359.75	670.6	662.8
360.149	655	661.4
360.527	650.2	651.6
360.926	656	652.6
361.326	669	659
361.726	660.6	666.4
362.125	655.8	660.6
362.525	679.6	674.4
362.925	667.8	663
363.325	668.8	666.4
363.724	667.6	675.4
364.124	661.8	658.6
364.524	660	645.6
364.924	664.2	674.2
365.324	683.6	674.4
365.725	640.6	644.8
366.125	668.2	674.2
366.525	667.4	663.6
366.904	652.4	661
367.304	651.2	648.4
367.705	678.4	682.8
368.105	677	674.2
368.506	666.4	666.4
368.906	668.4	664.2
369.307	663.6	662
369.708	664.8	676.4
370.108	645.4	659.4
370.509	675	676.8
370.91	662.4	654.4
371.311	660.6	669.4
371.712	661.2	663
372.113	661.4	654.8
372.514	655.2	650.4
372.894	662	661.2
373.295	658.6	661.4
373.696	675.4	675.2
374.097	676.6	670.6
374.499	690.6	695.2
374.9	669.4	664.2
375.301	651	659.4
375.703	666.6	664
376.105	652.4	655
376.506	658.2	664.6
376.908	671.4	667.6
377.309	658.2	663.4
377.711	664.6	665.2
378.113	664	657
378.493	659.4	663
378.895	660	664.8
379.297	675.6	680.8
379.699	652	655.8
380.102	667.4	669.4
380.504	659.4	658.8
380.906	654.4	659.4
381.308	694.2	688.8
381.71	653.8	661
382.113	670.8	675
382.515	661.6	665.2
382.918	673.8	667.6
383.299	655.8	659.6
383.701	663.2	668.6
384.104	677.2	663
384.507	641.2	644
384.909	668.4	660.4
385.312	646.4	652.4
385.715	653	653.8
386.118	659	666.4
386.521	651.8	655.4
386.924	670.2	678
387.327	656.8	662.8
387.709	647	650
388.112	646.2	656.6
388.515	663.2	663.6
388.918	664.8	673
389.322	662.6	679.6
389.725	661	663.6
390.129	685.4	695.6
390.532	670.4	677
390.936	663.8	666.8
391.339	646.2	664.2
391.743	667	668
392.125	651.4	665.6
392.529	676	682.4
392.933	668.2	690.2
393.337	665.4	669.8
393.74	662.8	679.8
394.144	665.2	678.4
394.548	658.8	658.6
394.953	658.2	663.2
395.357	670.8	681.4
395.761	663.2	675.8
396.144	664.4	676.4
396.548	662.4	671.8
396.952	661.6	680.2
397.357	663.6	670.2
397.761	651.8	675.2
398.166	657.2	669.2
398.57	660.2	671.6
398.975	652	653.2
399.379	669.2	676.2
399.763	718.6	717.8
400.168	664	667.4
400.572	658.4	671.2
400.977	655.2	673.6
401.382	687.8	687.8
401.787	677.8	681.2
402.192	677.4	688.6
402.597	676.4	688
403.002	655.6	646.6
403.386	674.2	680
403.791	681.4	687
404.197	660	670.6
404.602	666.6	673.2
405.007	665.6	663.4
405.413	665	665
405.818	660.8	667
406.224	655.4	669.2
406.608	658.2	659.4
407.014	646.4	663.4
407.42	677.6	673.4
407.825	652.2	660.6
408.231	667.8	684.4
408.637	669	670.6
409.043	675.4	685.2
409.449	662.8	667.2
409.834	657.4	663.8
410.24	669.2	663.2
410.646	676.6	683.4
411.052	668.8	669
411.458	671.2	662.4
411.865	669.4	672.4
412.271	675.4	681.2
412.677	659.4	665.2
413.062	665.8	672.4
413.469	653.8	658.2
413.875	693.2	696.2
414.282	682.8	682.6
414.689	662.6	663.4
415.095	677.4	668.2
415.502	666	654.4
415.888	669	670.6
416.294	648	649.2
416.701	709.2	695.2
417.108	655.4	668.2
417.515	674.2	672
417.923	666.6	658
418.33	686.6	690.4
418.715	679	674.6
419.123	662.8	657.6
419.53	662	661
419.937	663	668.6
420.345	681.2	680.2
420.752	662.2	671.4
421.16	685.8	681.6
421.546	666.2	669
421.953	671.4	679.2
422.361	658.6	669.4
422.769	661.8	661
423.177	660	660
423.585	680.4	701.4
423.992	684.2	684.2
424.379	680.6	681.4
424.787	677.2	679.8
425.195	692.8	695
425.603	681.4	674
426.011	681.2	680.2
426.419	679.4	688.8
426.806	667.2	670.4
427.214	668.4	676.4
427.623	672	694
428.031	688	692.8
428.44	668.8	676
428.848	682.8	694.6
429.235	680.8	698.4
429.644	662.8	668.6
430.053	665.8	680
430.461	687.2	698
430.87	695.2	720.2
431.279	678.6	699.4
431.666	663	680
432.075	678.8	692.8
432.484	672.2	709.6
432.893	667.6	697.2
433.302	685.2	728.6
433.711	732.4	756.4
434.099	670.4	723.6
434.508	660.8	720.6
434.918	660.2	716.6
435.327	681.8	743.2
435.737	672.4	735
436.125	663.8	756.4
436.534	668.8	754.6
436.944	669.4	771.4
437.353	673	775.6
437.763	694	793.8
438.173	655.6	772
438.561	679	798
438.971	646.4	782.4
439.381	666	797.8
439.791	670.2	815
440.201	654.4	791.8
440.589	668.6	817
440.999	669.4	830.2
441.409	661.8	821.6
441.819	648	815
442.23	671	837.2
442.619	667.8	847.8
443.029	664.4	838.6
443.439	669.4	844.8
443.85	669.6	867.6
444.26	686.2	883
444.649	666.6	862.8
445.06	660.4	852.4
445.471	659.6	867.4
445.881	669.6	871.6
446.292	679	877.6
446.682	681.6	892.2
447.092	657.6	853.2
447.503	721.4	935.2
447.914	664	879.6
448.325	669.4	871.2
448.715	674.6	882.2
449.126	666.4	886.4
449.537	666.4	888.6
449.948	663.8	881.4
450.338	670	897
450.75	679.6	897
451.161	673.2	905.4
451.572	673.6	903.2
451.984	662.6	895.6
452.374	658.6	880.2
452.786	667.4	896.8
453.197	677	907.8
453.609	680	910.2
453.999	654.6	887.8
454.411	651.2	888.8
454.823	683.4	903.6
455.235	668.6	912.4
455.647	662.6	889
456.037	672.4	900.8
456.449	654.2	873.6
456.862	666.6	894
457.274	669.6	908.4
457.665	656.4	890.8
458.077	667	912.2
458.489	698.8	938.8
458.902	664.2	911
459.293	668.6	914.4
459.705	667.6	909.8
460.118	663.6	906.4
460.53	671.8	912
460.921	662.2	907.2
461.334	667.8	919.2
461.747	666.2	911.4
462.16	672.2	915.4
462.551	681	932.4
462.964	673.2	923.6
463.377	649.6	894.8
463.79	659	910
464.182	666	930.6
464.595	647.8	917
465.008	669.2	914
465.421	668.4	926.2
465.813	654.4	909.8
466.226	678.4	926.6
466.64	661.2	906.4
467.053	715	968.4
467.445	678.2	928.2
467.859	677.8	939
468.272	661.8	929
468.686	672.4	937.2
469.078	659.4	925.6
469.492	656.8	918.2
469.906	664.6	929.2
470.298	668.6	925.4
470.712	652.6	904.6
471.126	707.6	975
471.54	657.4	902.4
471.933	650.6	907.2
472.347	652.2	909
472.761	651.4	925.4
473.175	652.2	916.8
473.568	660	921.4
473.982	649.4	902.8
474.397	659.4	911.2
474.79	659.8	918.4
475.204	663.8	915
475.619	655.2	911
476.033	664.2	912.8
476.426	657.8	914.6
476.841	648.8	894
477.256	677.6	931
477.649	646.8	903.6
478.064	642.2	890.4
478.479	647	908
478.872	651.4	899.2
479.287	650.4	877.6
479.702	645	896
480.118	655.6	892.2
480.511	658.8	905
480.927	657.8	893.4
481.342	651.2	896
481.736	658	899
482.151	650.4	884.4
482.566	662	903
482.96	653.2	896.8
483.376	665.2	904
483.792	651.4	880
484.186	660.8	899
484.602	654.2	885
485.017	663	880.2
485.412	654	885
485.827	665.6	892.8
486.243	656.8	884.8
486.638	685.4	901.8
487.054	658	882.8
487.47	675.2	891.6
487.865	647.6	870.8
488.281	657.6	869
488.697	652.8	873.6
489.092	648.2	871.2
489.508	654.2	869.4
489.925	669.2	891
490.32	644.6	853.4
490.736	662.2	873.8
491.153	660.4	872.8
491.548	661.6	883.2
491.964	666.4	867.4
492.381	642.6	850
492.776	662.8	858
493.193	660.4	859.8
493.61	671.4	864.2
494.006	663.2	866.8
494.422	666	868.6
494.84	643.8	845.6
495.235	665.2	859.8
495.652	658	865.2
496.069	661.4	850.8
496.465	645.6	843.6
496.883	655	842.8
497.3	686.8	875.8
497.696	646	838.4
498.113	662.2	857
498.509	646	834
498.927	644.2	829.4
499.344	644	829.6
499.741	650	829.4
500.158	666.6	852.2
500.576	666.6	854.2
500.973	663	842.4
501.39	644.4	833.2
501.787	646.4	827.2
502.205	663.2	836.8
502.623	647	827.6
503.02	635.4	820.8
503.438	650	820.8
503.856	650	826.6
504.253	668.4	826.6
504.671	656.2	824.2
505.068	655.6	811.8
505.486	657.6	813
505.905	673.4	835.8
506.302	662	809.2
506.72	669.2	829.8
507.118	650.2	807.8
507.536	658.4	814.4
507.955	654.8	802.8
508.352	654.8	809
508.771	656.6	803.6
509.169	663.6	828.6
509.587	642.8	795
510.006	663.4	810.4
510.404	642.8	792.6
510.823	645.4	796.8
511.221	653.6	795.4
511.64	656.6	793.8
512.038	677.2	807.2
512.457	649.2	791.2
512.877	660.8	798.6
513.275	648.6	792.8
513.694	663.2	786.4
514.092	655.6	797.2
514.512	660.2	795.4
514.91	661.8	784
515.33	660.6	793.2
515.749	658.4	779.4
516.148	653	784.2
516.568	660.2	780.8
516.966	654.6	777.8
517.386	654.8	780.8
517.785	656.6	783.6
518.205	643.8	767.8
518.603	656.6	774.6
519.024	646.6	764.6
519.444	650.6	779.6
519.843	661.4	776.6
520.263	661.6	773
520.662	661.8	773.4
521.082	653	764
521.481	660	762
521.902	654.2	760.6
522.301	656.8	769.2
522.722	659.8	763.8
523.121	659.6	766
523.542	646.6	770.2
523.963	652	767
524.362	659.2	773.2
524.783	653.6	767
525.183	658.8	751.6
525.604	658.4	759.8
526.003	651.6	746
526.425	654	738.6
526.824	664.2	760.6
527.246	667.4	760.4
527.646	660	754.6
528.067	660.4	756.2
528.467	656	741
528.888	661	751
529.289	651.6	748.6
529.71	659	743.2
530.11	657.8	749.4
530.532	649.4	747
530.932	649.6	740
531.354	649.2	731.4
531.755	679.4	776.8
532.176	663.8	747.4
532.577	651.8	719.4
532.999	650.2	742
533.4	656	724.6
533.822	668.4	749
534.223	660.2	731.6
534.645	665.2	739.2
535.046	654.2	730.8
535.468	646.8	731.4
535.869	668.6	746.2
536.292	648	718.8
536.693	701.4	761.4
537.115	656.8	740.2
537.516	648	721.8
537.939	667.4	726.2
538.34	674.2	752.8
538.742	669.2	743.6
539.165	654.4	724.8
539.566	654.2	726.8
539.989	648	719.2
540.391	655.2	719.4
540.814	660.4	724
541.216	657.6	727
541.639	652.4	716.6
542.041	668	727.2
542.464	647.4	716.4
542.866	651.2	715.4
543.268	643.2	710.4
543.691	650.8	722.6
544.093	659.2	726.8
544.517	670	740.8
544.919	654.2	704
545.343	675.2	734.4
545.745	647.4	701.8
546.147	659.8	719.2
546.571	656	710.8
546.974	635.6	703
547.398	658.6	715
547.8	669.2	726.8
548.224	653.8	709.2
548.627	651.8	701.4
549.03	655	712
549.454	644.8	691.8
549.857	643.4	695.2
550.281	643.2	700.6
550.684	640	693.4
551.087	659	722.2
551.512	658	708
551.915	655	711.2
552.34	647.6	701.6
552.743	645.6	704.2
553.146	648.2	704.2
553.571	646.6	712.4
553.975	673.4	731.4
554.399	647	688.4
554.803	707.8	742.4
555.207	653.2	695.6
555.632	643.2	685.8
556.036	659.4	700.8
556.461	644.4	678.8
556.865	655	690.8
557.268	647.4	689.4
557.694	649.4	689
558.098	663.2	696.4
558.502	661	699.8
558.927	648.4	685.8
559.332	656	691
559.736	653	686.4
560.162	660.6	706.8
560.566	646.6	688.6
560.992	655.8	692.8
561.396	659.8	689.8
561.801	650	681.6
562.227	662.6	685.8
562.631	649.6	683.2
563.036	652.6	689
563.462	664	693.8
563.867	651.8	689.2
564.272	643	667.2
564.698	648.6	690
565.103	630	683.6
565.508	669	708.4
565.935	657.4	677.8
566.34	648.8	680.8
566.745	660	702.2
567.172	653.4	690
567.577	677.2	708.6
567.982	662.4	690.8
568.409	649.4	689
568.815	639.2	675.4
569.22	651.2	684.4
569.626	658.8	700
570.053	640.4	667.6
570.459	650	692
570.865	662.4	696.4
571.292	662.4	692.8
571.698	658.4	696
572.104	640.6	673.6
572.531	648.8	675.2
572.937	667.6	687.6
573.343	649.8	684
573.75	649.6	679.4
574.177	658	682.4
574.583	657.6	686.6
574.99	648.6	677.2
575.396	653.4	678.8
575.824	647.4	668.8
576.231	647.6	685.8
576.637	643.4	671.8
577.065	675.4	702.4
577.472	645	670.8
577.879	657	677.6
578.286	665.4	691.8
578.714	646.6	667.2
579.121	644.8	673.4
579.528	651.6	671.8
579.935	657.4	678.8
580.364	646.6	671
580.771	639.2	656.2
581.178	649.4	656.8
581.585	650.6	681
582.014	654.4	680.6
582.421	650.4	660.4
582.829	649.4	662.4
583.236	664.6	683
583.644	646.4	669.8
584.073	654	669.8
584.481	650.4	667.6
584.889	655	671
585.296	653.4	669.8
585.726	651.8	669
586.134	636.4	662.8
586.542	648.2	666.2
586.95	668.4	694.4
587.358	650.6	661.8
587.787	660.4	675.6
588.196	645.8	659.6
588.604	653	659.6
589.012	649.4	664.6
589.421	646.4	664.6
589.851	649.4	653.2
590.259	655	676.6
590.668	648.6	675.4
591.076	695.8	707.2
591.485	643.4	663.4
591.894	654	663.8
592.324	669.4	671
592.733	663.2	686.6
593.142	636.2	643.8
593.551	660.4	659
593.96	686.6	698.8
594.369	631.4	649.2
594.8	645.2	663
595.209	649	657.6
595.618	638	652.6
596.028	643	665
596.437	637.4	654.8
596.847	647.6	667.8
597.256	653.4	662.6
597.687	657.8	666.2
598.097	649.8	666.2
598.507	643.2	653.6
598.917	655.4	676.4
599.327	662	668
599.736	658.4	671.6
600.146	666.6	676.8
600.556	657.6	662.4
600.988	664.6	670.8
601.398	649.4	664.6
601.808	669	677.6
602.219	641.8	650.4
602.629	655	660.2
603.039	654.8	662
603.45	680.6	699.4
603.86	656	659.8
604.271	679.8	673.6
604.703	653.4	661
605.114	654.6	656.8
605.525	653.2	663.6
605.935	657.4	671
606.346	679.8	687.6
606.757	661.2	664.6
607.168	651.8	663.4
607.579	643.8	652.6
607.99	668.2	669.8
608.402	647.2	657
608.813	664	670
609.224	650.2	652.4
609.636	643	647.4
610.047	646	650.2
610.48	651.4	658.8
610.892	661.2	672.6
611.303	665.6	671.6
611.715	655.6	657.4
612.127	641.6	646.2
612.539	646.2	652.8
612.95	652.4	664.4
613.362	635.4	657.6
613.774	633.8	645.8
614.186	641	661.6
614.599	638.2	652.2
615.011	660	665.4
615.423	644.8	658.8
615.835	640.4	658.4
616.248	637	645.2
616.66	654.4	662.4
617.073	642.8	655
617.485	651.4	650.6
617.898	658.4	662.4
618.311	650	655.6
618.723	653.4	651.8
619.136	681.4	688
619.549	669.8	676
619.962	678.6	680.2
620.375	649.2	651
620.788	654.4	657.6
621.201	644.8	660
621.614	659	666.2
622.028	640.8	661.8
622.441	651.2	659
622.854	664.2	665.6
623.268	645.6	646.8
623.681	652.8	661.8
624.095	654.2	657.6
624.509	655.4	662
624.922	660.4	663.8
625.336	641.4	651.8
625.728	647.8	659.4
626.142	667.8	665.4
626.556	672.2	673.6
626.97	661	661.2
627.384	642.6	647.4
627.799	654.2	656.2
628.213	667	670
628.627	647.2	653
629.041	655.6	650.4
629.456	647	651.4
629.87	654.2	657.2
630.285	668.6	662.8
630.699	659	676
631.093	649.8	652.4
631.507	652.4	664.6
631.922	655.4	665.8
632.337	666	664
632.752	645	644.6
633.167	650.6	653.6
633.582	650.8	648.6
633.997	647.4	658.4
634.412	651.8	652.8
634.806	652.8	651
635.221	646.2	643.2
635.637	659.6	659
636.052	644	644.4
636.468	650.6	659
636.883	666	676
637.299	652	656
637.715	638.2	638
638.109	647	651.8
638.525	642	628
638.941	664	657.8
639.357	652.6	653.6
639.773	666.4	673.2
640.189	654.6	647.8
640.584	648.4	651.4
641	652.2	651.8
641.416	635.8	643.8
641.832	639.2	648.8
642.249	647.6	641.8
642.665	651.6	652
643.06	663	659.8
643.477	653.6	663.6
643.894	639.8	639.4
644.31	653.2	654.8
644.727	648.6	651.6
645.123	651.8	652
645.54	645	639.6
645.957	641	644.6
646.374	656.6	658.8
646.77	648	656
647.187	676.4	688.2
647.604	642.4	650.6
648.021	629.2	632.2
648.439	644.4	645.4
648.835	643.2	652.2
649.252	642.6	644.2
649.67	640.4	647.8
650.088	642.8	647
650.484	649.4	653.6
650.902	648.8	653.4
651.32	656.2	657.4
651.738	644.8	649.6
652.134	651.6	654.2
652.552	663.2	665.4
652.971	654.2	653.6
653.389	644.6	646.2
653.786	667.4	662.4
654.204	675.2	672.4
654.622	637	647.6
655.019	648.6	650
655.438	651.2	658.8
655.857	640.6	648.2
656.275	654.2	657.8
656.673	645.8	643.4
657.091	712.8	726.6
657.51	649.8	639.6
657.908	664.8	656.6
658.327	663.2	665.8
658.746	641.8	634.4
659.144	645.4	645.4
659.563	668.8	663.6
659.982	652.6	650.6
660.38	641.8	630
660.8	643.8	642.2
661.219	650	658.6
661.617	650	639
662.037	642	654
662.457	670.4	654.2
662.855	632.8	626.4
663.275	682	678.4
663.695	649.8	642.8
664.094	650.8	644.2
664.514	649.8	649.8
664.934	635	637
665.333	653.8	652.6
665.753	644	643.2
666.152	639.8	640.2
666.572	635	631.8
666.993	665	662.2
667.392	645.8	635.2
667.812	643.2	643.6
668.212	648.8	638
668.632	654.2	655.4
669.053	644.2	646.6
669.453	652.4	651
669.874	649.2	642.2
670.273	649.6	649.4
670.694	645.2	640.2
671.116	661	657
671.515	656.2	653.8
671.937	646	647.8
672.337	643.6	642.4
672.758	643.4	642.6
673.158	656.6	652.6
673.58	635.4	642.2
673.98	651.4	650.8
674.402	653.2	663
674.824	653	642.6
675.224	640	636.4
675.646	642.8	638.6
676.047	632.4	649.2
676.469	648.4	649.8
676.869	653.8	651
677.292	650.2	650.2
677.693	640.4	651.8
678.115	645.4	640.8
678.516	649.2	657
678.939	650.8	656.8
679.34	643.4	644.4
679.762	652.4	658.2
680.164	650.8	646.2
680.586	649.6	643.8
680.988	655	651.8
681.411	665	664
681.812	638.8	646
682.236	633	635.2
682.637	636.6	637.2
683.061	632.8	641.4
683.462	642.4	649.4
683.864	645	643.2
684.288	655.8	644
684.69	636.2	635.8
685.114	659.4	661.6
685.516	655.2	651.2
685.94	632	640.4
686.342	652.2	650.8
686.766	635	644.2
687.168	638.8	645.4
687.571	660.8	669
687.995	650.4	642
688.398	633.2	635.4
688.822	646.4	639.4
689.225	658.4	654
689.628	661.2	660.6
690.052	645.6	643.2
690.456	644.4	648.6
690.88	649.6	645.8
691.284	636.2	640.2
691.687	643.6	642.8
692.112	634.6	636.4
692.515	646	638.2
692.919	652	647.2
693.344	647.2	645.2
693.747	648.4	638.2
694.173	638.4	640.8
694.577	650	657
694.98	640.2	649
695.406	641.4	635
695.81	645.4	653.6
696.214	649	653.6
696.64	647.6	645.4
697.044	649.8	648
697.448	652.4	660.8
697.874	649.6	651.8
698.279	646.2	646.4
698.684	639.6	636
699.11	645	645
699.514	641.6	642
699.919	650.6	645
700.324	633	641.6
700.75	647	643.8
701.156	643.8	638.6
701.561	662.2	650.8
701.987	657.8	646.8
702.393	655.6	652.8
702.798	657.4	666.6
703.203	648.4	640.2
703.63	637.2	637.8
704.036	640.6	639.4
704.442	657.6	643.2
704.847	640.4	634.8
705.274	646.6	641.4
705.68	654.6	658.8
706.086	652.8	651.6
706.492	635	629
706.92	646.8	643.8
707.326	659.8	656.8
707.732	642.4	644.4
708.139	642	634.8
708.545	639.6	641
708.973	639.4	644.4
709.38	641.4	651.2
709.786	628.2	638.2
